编号,城市,名称,星级,评分,价格,销量,省/市/区,坐标,简介,是否免费,具体地址,星级编码,经度,纬度
2196,陕西,黄帝陵,5,0.5455286796808351,69.0,0.013157218481780336,陕西·延安·黄陵县,"109.280487,35.587062",中华始祖黄帝轩辕氏的陵墓,0,陕西省延安市黄陵县城北的桥山颠,0.75,109.280487,35.587062
2197,陕西,西安城墙,5,0.5455286796808351,54.0,0.012129310787891248,陕西·西安·碑林区,"108.953364,34.256023",触摸历史遗迹，感受历史沧桑,0,陕西省西安市碑林区永宁门,0.75,108.953364,34.256023
2198,陕西,西安碑林博物馆,5,0.7011357093665588,60.0,0.01192372924911343,陕西·西安·碑林区,"108.959087,34.258767",每一块碑石都经历了一段历史,0,陕西省西安市碑林区三学街15号（近书院门）,0.0,108.959087,34.258767
2199,陕西,秦岭野生动物园,4,1.0,100.0,0.011615356940946703,陕西·西安·长安区,"108.874543,34.053388",走进大自然，亲近小动物,0,陕西省西安市长安区滦镇,0.75,108.874543,34.053388
2200,陕西,大慈恩寺（大雁塔）,5,0.7011357093665588,85.0,0.011204193863391068,陕西·西安·曲江旅游度假区,"108.970566,34.222777",唐僧（玄奘）藏经处，古都西安的象征,0,陕西省西安市雁塔区大雁塔南广场北侧,0.0,108.970566,34.222777
2201,陕西,西安植物园（曲江园区）,3,0.7011357093665588,10.0,0.010690240016446523,陕西·西安·雁塔区,"109.036301,34.215163",池水潺潺，林木苍翠,0,陕西省西安市雁塔区曲江新区雁翔路曲江生态花园东1.4公里,0.0,109.036301,34.215163
2202,陕西,钟鼓楼广场,1,0.5455286796808351,30.0,0.010381867708279797,陕西·西安·莲湖区,"108.951418,34.266104",钟楼和鼓楼之间的广场,0,陕西省西安市莲湖区钟楼和鼓楼之间,0.75,108.951418,34.266104
2203,陕西,西安鼓楼,1,0.7011357093665588,30.0,0.009045587706223981,陕西·西安·莲湖区,"108.949903,34.266395",钟为文鼓为武，文武盛地钟鼓楼,0,陕西西安市西大街北院门南口,0.0,108.949903,34.266395
2204,陕西,战争史诗剧《复活的军团》,1,0.6061248557233906,298.0,0.00729814462661253,陕西·西安·临潼区,"109.240215,34.386403",中国首部实景沉浸式多媒体战争史诗剧。1975年在湖北出土了两片木牍，一共256个字，记载了公元前223年，参加统一六国之,0,陕西省西安市临潼区秦陵北路166号大秦剧场,0.0,109.240215,34.386403
2205,陕西,法门寺,5,0.7011357093665588,98.0,0.006886981549056895,陕西·宝鸡·扶风县,"107.909964,34.430433",释迦牟尼佛指舍利供奉圣地,0,陕西省宝鸡市扶风县城北10公里法门镇,0.0,107.909964,34.430433
2206,陕西,《12·12》西安事变大型实景演出,1,0.7011357093665588,256.0,0.005036747700056535,陕西·西安·华清宫,"109.218903,34.369881",“影画”节目表现形式,0,陕西省西安市临潼区华清宫景区瑶光阁剧场,0.5,109.218903,34.369881
2207,陕西,大明宫国家遗址公园,4,1.0,30.0,0.005036747700056535,陕西·西安·新城区,"108.968257,34.309657",唐代长安城禁苑,0,陕西省西安市新城区自强东路585号大明宫国家遗址公园丹凤门,0.75,108.968257,34.309657
2208,陕西,秦始皇陵丽山园景区,1,0.7011357093665588,0.9,0.0046255846225009,陕西·西安·秦始皇帝陵博物院（兵马俑）,"109.265495,34.385836",秦始皇帝陵博物院的组成部分,0,陕西省西安市临潼区秦陵北路西端秦始皇陵丽山园景区正门入口右边,0.75,109.265495,34.385836
2209,陕西,华山西线索道,1,0.7011357093665588,138.0,0.0046255846225009,陕西·渭南·华山景区,"110.089809,34.527439",18分钟直达主峰极顶，改变华山千年一面,0,陕西省渭南华阴市华山风景区内,0.0,110.089809,34.527439
2210,陕西,临潼博物馆,3,0.7011357093665588,146.0,0.0046255846225009,陕西·西安·临潼区,"109.223096,34.370575",珍藏有西周青铜器、唯一记载武王伐纣的遗物,0,陕西省西安市临潼区环城东路1号,0.0,109.223096,34.370575
2211,陕西,翠华山,4,0.5455286796808351,64.9,0.0045227938531119906,陕西·西安·长安区,"109.013004,33.999399",太乙真人修炼地，李世民避暑消夏,0,陕西省西安市长安太乙宫镇翠华山景区,0.0,109.013004,33.999399
2212,陕西,西安钟楼,1,0.7011357093665588,30.0,0.004214421544945264,陕西·西安·碑林区,"108.95344,34.265657",古朴大气的建筑风格，夜景尤其美,0,陕西省西安市碑林区东、南、西、北四条大街交汇处,0.0,108.95344,34.265657
2213,陕西,兴汉胜境,4,0.7011357093665588,90.0,0.0039060492367785377,陕西·汉中·汉台区,"107.036897,33.114828",中国汉文化超级旅游度假区,0,陕西省汉中市汉台区兴汉新区鑫源办事处诸汉路中段兴汉胜境景区门口,0.75,107.036897,33.114828
2214,陕西,小西峰,1,0.7011357093665588,138.0,0.003803258467389628,陕西·渭南·已下线华山子景点,"110.098114,34.606085",小西峰在黄甫峪内瓦门沟口，沟南为量掌山北壁，其直立如削，气势宏伟，人们因感叹它的形状与西峰十分相似，称它为小西峰，游人于,0,陕西省渭南市华阴市华山景区内,0.0,110.098114,34.606085
2215,陕西,乐华恒业欢乐世界,4,0.6970191197872234,220.0,0.003597676928611811,陕西·咸阳·泾阳县,"108.925245,34.478523",过山车主题公园,0,陕西省西咸新区泾河新城沣泾大道,1.0,108.925245,34.478523
2216,陕西,瀛湖,4,0.5758267677021128,64.9,0.0033920953898339927,陕西·安康·汉滨区,"108.897391,32.609361",碧水蓝天，秦巴仙境，气候温和，岛屿众多,0,陕西省安康市汉滨区瀛湖镇,0.75,108.897391,32.609361
2217,陕西,曲江海洋极地公园,4,0.7011357093665588,79.0,0.0033920953898339927,陕西·西安·曲江旅游度假区,"108.98711,34.221745",极地公园四馆八区带你畅游海洋世界,0,陕西省西安市雁塔区曲江二路1号,0.0,108.98711,34.221745
2218,陕西,少华山国家森林公园,4,0.7011357093665588,48.8,0.003289304620445084,陕西·渭南·华县,"109.841401,34.500275",四季风光变幻无穷，人称“陕西的九寨沟”,0,陕西省渭南华县莲花寺镇袁寨村,0.0,109.841401,34.500275
2219,陕西,西安千古情,1,0.7011357093665588,280.0,0.0030837230816672667,陕西·西安·西安世博园,"109.078022,34.326709",世界三大名Show，给我一天，还你千年！,0,西安市浐灞生态区西安世博园得宝门,0.0,109.078022,34.326709
2220,陕西,乾陵,4,0.5455286796808351,25.9,0.0030837230816672667,陕西·咸阳·乾县,"108.226308,34.577233",一代女皇圣地，千古盛唐乾陵,0,陕西省咸阳市乾县城北6公里梁山上,0.75,108.226308,34.577233
2221,陕西,汉中龙头山国际旅游度假区,1,0.7011357093665588,116.0,0.002980932312278357,陕西·汉中·南郑县,"106.973391,32.741276",汉中龙头山国际旅游度假区位于川陕交界处米仓山主梁汉中市南郑区小南海镇境内，景区规划面积有8609.6公顷（森林公园498,0,陕西省汉中市南郑区汉通路,0.75,106.973391,32.741276
2222,陕西,华夏文旅海洋公园,1,0.7011357093665588,180.0,0.0028781415428894485,陕西·西安·华夏文旅西安度假区,"109.026421,34.359167",领略独特奇美的海滨风情,0,陕西省西安市浐灞生态区华文路1518号,0.75,109.026421,34.359167
2223,陕西,西安半坡博物馆,4,0.7011357093665588,46.9,0.002466978465333813,陕西·西安·灞桥区,"109.057557,34.279342",感受新石器时代的仰韶文化,0,陕西省西安市东郊半坡路155号,0.0,109.057557,34.279342
2224,陕西,华夏文旅 《驼铃传奇》秀,1,0.7576152958297787,180.0,0.024464203114560313,陕西·西安·华夏文旅西安度假区,"109.028326,34.358203",超凡的视觉体验和心灵震撼,0,陕西省西安市浐灞生态区华文路1518号,0.75,109.028326,34.358203
2225,陕西,高家大院,1,0.7011357093665588,14.9,0.020660944647170686,陕西·西安·莲湖区,"108.94997,34.269155",逛百年历史大院，欣赏剪纸、皮影艺术,0,陕西省西安市莲湖区北院门144号民居,1.0,108.94997,34.269155
2226,陕西,大唐夜宴,1,1.0,280.0,0.013157218481780336,陕西·西安·大唐芙蓉园,"108.98042480731,34.215744899979",绚丽的歌舞带您穿越回千年前的盛唐,0,陕西省西安市雁塔曲江新区芙蓉西路99号大唐芙蓉园内,1.0,108.98042480731,34.215744899979
2227,陕西,陕西自然博物馆,3,1.0,2.0,0.0078120984735570755,陕西·西安·雁塔区,"108.952239,34.203498",探索自然的奥秘,0,陕西省西安市雁塔区长安南路88号,1.0,108.952239,34.203498
2228,陕西,汉中武侯祠,4,0.7011357093665588,49.9,0.0025697692347227217,陕西·汉中·勉县,"106.641351,33.156517",可观古旱莲，品文人墨宝,0,陕西省汉中市勉县县城108国道边,0.0,106.641351,33.156517
2229,陕西,石门栈道风景区,4,0.8788076479148893,59.0,0.0025697692347227217,陕西·汉中·汉台区,"106.970617,33.216647",风景秀丽，古迹荟萃，人文历史底蕴深厚,0,陕西省汉中汉台区石门栈道,0.5,106.970617,33.216647
2230,陕西,乾坤湾,1,0.5455286796808351,71.5,0.0020558153877781775,陕西·延安·延川县,"110.422567,36.726044",一幅天然太极图,0,陕西省延安市延川县,0.75,110.422567,36.726044
2231,陕西,榆林野生动物园,1,0.7011357093665588,65.0,0.0013362800020558154,陕西·榆林·榆阳区,"109.875601,38.191723",,0,陕西省榆林市榆阳区古塔镇四里沙风景区,0.0,109.875601,38.191723
2232,陕西,牛背梁国家森林公园,1,0.7011357093665588,102.0,0.0009251169245001799,陕西·商洛·柞水县,"109.008218,33.813185",极为纤巧的造化奇迹，精雕细刻的山水乐园,0,陕西省商洛市柞水县营盘镇朱家湾村,0.0,109.008218,33.813185
2233,陕西,青木川古镇,1,0.7011357093665588,54.0,0.0009251169245001799,陕西·汉中·宁强县,"105.58501,32.836984",有大片原始森林和众多的珍贵野生动物,0,陕西省汉中市宁强县的青木川镇,0.75,105.58501,32.836984
2234,陕西,塔云山,4,0.7011357093665588,90.0,0.0009251169245001799,陕西·商洛·镇安县,"109.047125,33.309354",远眺，塔云山、舍尸崖、金顶均收眼底,0,陕西省商洛市镇安县前街100号,0.0,109.047125,33.309354
2235,陕西,大唐芙蓉园《大唐追梦》,1,0.7011357093665588,280.0,0.0007195353857223621,陕西·西安·大唐芙蓉园,"108.980724,34.218949","大唐芙蓉园匠心独运的将观众置身于湖面，与周围的表演环境融为一体，便是一次文旅演艺的创新之举。
一池曲江水，千秋盛唐梦。《",0,西安市曲江新区芙蓉西路99号大唐芙蓉园景区内,0.0,108.980724,34.218949
2236,陕西,金丝峡景区,5,0.7011357093665588,75.0,0.0007195353857223621,陕西·商洛·商南县,"110.572425,33.360309",风光秀丽，风格独特，风景如画,0,陕西省商洛市商南县金丝峡镇,0.75,110.572425,33.360309
2237,陕西,茂陵博物馆,4,0.7011357093665588,68.0,0.0005139538469445444,陕西·咸阳·兴平市,"108.592802,34.34298",感受汉武大帝的雄韬武略,0,陕西省咸阳市兴平市茂陵博物馆汉武帝陵东500米,0.0,108.592802,34.34298
2238,陕西,西安秦岭欢乐世界,1,0.6970191197872234,46.8,0.0005139538469445444,陕西·西安·长安区,"108.863503,34.055151",享受疾风的速度，体验失重的快感,0,陕西省西安市长安区秦岭欢乐世界（秦岭野生动物园旁边）,0.0,108.863503,34.055151
2239,陕西,白鹿原影视城,1,0.7011357093665588,46.0,0.00020558153877781775,陕西·西安·蓝田县,"109.282928,34.078571",远望关口、身在关中,0,陕西省西安市蓝田前卫镇s107（关中环线）将军岭隧道西1公里处,0.0,109.282928,34.078571
2240,陕西,《天汉传奇》演出,1,0.7011357093665588,180.0,0.00020558153877781775,陕西·汉中·汉台区,"107.035099,33.110791",气势恢宏的汉人故事,0,陕西省汉中市汉台区兴汉新区鑫源办事处诸汉路中段兴汉胜境景区,0.75,107.035099,33.110791
2241,陕西,太平国家森林公园,4,1.0,59.5,0.00020558153877781775,陕西·西安·户县,"108.667198,33.927961",群山披绿，古木参天，万木峥嵘,0,陕西省西安市户县紫阁峪村沣京路26号,0.0,108.667198,33.927961
2242,陕西,西安世博园,4,0.7011357093665588,280.0,0.00010279076938890888,陕西·西安·灞桥区,"109.06799,34.327748",天人长安，创意自然，城市与自然和谐共生,0,陕西省西安市东二环浐灞生态区广运谭(近北二环),0.0,109.06799,34.327748
2243,陕西,汉中武侯墓风景区,4,0.6667210317659457,60.0,0.00010279076938890888,陕西·汉中·勉县,"106.660676,33.130082",左右前后九支环抱，又如佛手,0,陕西省汉中勉县武侯南路,0.0,106.660676,33.130082
2244,陕西,九龙山温泉,1,0.5455286796808351,89.0,0.00010279076938890888,陕西·宝鸡·陈仓区,"106.850987,34.445457",感受来自九龙山下的温泉，体验传统文化,0,陕西省宝鸡市陈仓区坪头镇新民村,0.5,106.850987,34.445457
2245,青海,茶卡盐湖,4,0.5455286796808351,30.0,0.00010279076938890888,青海·海西蒙古族藏族自治州·乌兰县,"99.155005,36.666619","天然结晶盐，晶大质纯,盐味醇香",0,青海省海西州鸟兰县茶卡镇盐湖路,0.5,99.155005,36.666619
2246,青海,青海湖,5,0.7011357093665588,89.0,0.0,青海·海南藏族自治州·共和县,"100.50728,36.591727",内陆湖泊和咸水湖,0,青海省海南藏族自治州共和县,0.0,100.50728,36.591727
2247,青海,塔尔寺,5,0.6061248557233906,78.0,0.0,青海·西宁·湟中县,"101.576298,36.494459","佛光里的塔尔寺,梦中的青海湖",0,青海省西宁市湟中县鲁沙尔镇,0.0,101.576298,36.494459
2248,青海,青海湖二郎剑,5,0.5455286796808351,89.0,0.0033920953898339927,青海·海南藏族自治州·青海湖,"100.50854,36.589246",青海湖旅游区一颗耀眼的明珠,0,青海省海南州青海湖东南岸,0.75,100.50854,36.589246
2249,青海,茶卡天空壹号,1,0.6970191197872234,21.0,0.002004420003083723,青海·海西蒙古族藏族自治州,"99.06801093157762,36.79710291187518",一起跟我感受此刻美好,0,青海省海西蒙古族藏族自治州乌兰县茶卡天空壹号,0.5,99.06801093157762,36.79710291187518
2250,青海,日月山,3,0.5455286796808351,30.0,0.0023641876959449044,青海·西宁·湟源县,"101.10225,36.447813",有“西海屏风”、“草原门户”之称,0,青海省西宁市湟源县西南40公里处,1.0,101.10225,36.447813
2251,青海,金银滩（原子城）旅游景区,4,0.5455286796808351,80.0,0.0030837230816672667,青海·海北藏族自治州·海晏县,"100.825747,37.003074",丝绸之路南线，感受绚丽的大漠风光,0,青海省海北藏族自治州海晏县金银滩草原,0.75,100.825747,37.003074
2253,青海,西宁夏都博汇温泉水乐园,1,0.7011357093665588,68.0,0.001747443079611451,青海·西宁·湟中县,"101.664845,36.536894",西宁夏都博汇温泉水乐园，是由青海开河置业投资有限公司投资兴建；重庆融汇温泉旅游开发有限公司运营管理的西部最 大的全季节、,0,青海省西宁市湟中县麟河路33号,0.0,101.664845,36.536894
2254,青海,青藏高原自然博物馆,1,0.7011357093665588,45.0,0.0043686076990286276,青海·西宁·城北区,"101.755997,36.693842",带你参观青藏高原的美景,0,青海省西宁市城北区经二路21号,0.75,101.755997,36.693842
2255,青海,青海藏文化馆,4,0.7011357093665588,60.0,0.0014390707714447243,青海·西宁·湟中县,"101.594845,36.498076",充满神秘色彩和感性震撼力的藏族文化场景,0,青海省西宁市湟中县鲁沙尔镇莲花湖畔,0.0,101.594845,36.498076
2257,青海,东台吉乃尔湖,1,0.5455286796808351,158.0,0.00498535231536208,青海·海西蒙古族藏族自治州·格尔木市,"94.017641,37.494454",东台吉乃尔湖位于在格尔木市，柴达木盆地内，是一个以卤水为主的特大型锂矿床，因此也造就了东台吉乃湖蓝的令人心醉的景色。,0,青海省海西蒙古族藏族自治州格尔木市柴达木盆地的腹地,0.0,94.017641,37.494454
2258,青海,乌素特（水上）雅丹地质公园,1,0.6061248557233906,158.0,0.00277535077350054,青海·海西蒙古族藏族自治州·大柴旦,"93.775625,37.637375",湖区风景独特，呈天空之镜之势,0,海西州柴达木盆地腹地，冷湖、格尔木、大柴旦三个行政区交界处,0.0,93.775625,37.637375
2259,青海,藏医药文化博物馆,4,0.6061248557233906,60.0,0.0018502338490003598,青海·西宁·西宁市区,"101.75431,36.695622",直观感受藏文化的博大精深，华丽旖旎,0,青海省西宁市生物园区经二路36号,0.75,101.75431,36.695622
2260,青海,贵德国家地质公园阿什贡七彩峰丛景区,1,0.5455286796808351,47.9,0.003803258467389628,青海·海南藏族自治州·贵德县,"101.588369,36.145177",丹霞地貌悠久奇特，山峰突兀林立,0,青海省海南藏族自治州贵德县尕让乡阿什贡村,1.0,101.588369,36.145177
2261,青海,倒淌河,1,0.7011357093665588,148.0,0.0039060492367785377,青海·海南藏族自治州·共和县,"100.983948,36.404508",天下河水皆向东，唯有此溪向西流,0,青海省海南州共和县,0.0,100.983948,36.404508
2262,青海,祁连大草原,1,0.7011357093665588,158.0,0.002158606157167086,青海·海北藏族自治州·祁连县,"101.121071,37.844311",,0,祁连县祁连,0.0,101.121071,37.844311
2263,青海,青藏高原野生动物园,4,0.7011357093665588,3.0,0.0043686076990286276,青海·西宁·城西区,"101.739899,36.633361",车行和步行参观，与高原动物零距离接触,0,青海省西宁市城西区行知路9号,0.0,101.739899,36.633361
2264,青海,可可西里,1,0.7011357093665588,158.0,0.0019530246183892686,青海·玉树藏族自治州·玉树县,"90.489556813405,34.44495725459",蒙语意为“青色的山梁”,0,青海省玉树藏族自治州西北部,0.0,90.489556813405,34.44495725459
2265,青海,卓尔山,1,0.7011357093665588,9.0,0.0020558153877781775,青海·海北藏族自治州·祁连县,"100.282734,38.189912",风韵细腻和粗犷神奇完美结合,0,青海省海北州八宝镇祁连县,0.0,100.282734,38.189912
2266,青海,北禅寺,1,0.7011357093665588,1.9,0.0022100015418615405,青海·西宁·城北区,"101.791065,36.647105",林木苍翠，北山寺嵌筑危岩，奇巧玲珑,0,青海省西宁市城北区祁连路西38号,0.0,101.791065,36.647105
2267,青海,西宁浦宁之珠,3,0.7011357093665588,20.0,0.004574189237806445,青海·西宁·城西区,"101.756182,36.626394",西宁市尽收眼底，一览“西宁小”,0,青海省西宁城西区浦宁之珠,0.0,101.756182,36.626394
2268,青海,赞普林卡,3,0.7011357093665588,30.0,0.00231279231125045,青海·西宁·湟源县,"101.275252,36.686738",反映了青藏高原的起源,0,青海省西宁市湟源县青藏路,0.0,101.275252,36.686738
2269,青海,大柴旦雪山温泉,1,0.7011357093665588,118.0,0.0016960476949169966,青海·海西蒙古族藏族自治州·大柴旦,"95.383983,37.938933",欣赏雪山和大柴旦湖的美丽风光,0,青海省海西州大柴旦镇以北8公里处温泉沟,0.0,95.383983,37.938933
2270,青海,祁连山,1,0.7011357093665588,80.0,0.0016960476949169966,青海·海北藏族自治州·祁连县,"100.88376076779,36.963642166781",山上四季不甚分明，春不象春，夏不象夏,0,青海省海北州祁连县,0.0,100.88376076779,36.963642166781
2271,青海,丹噶尔古城,4,0.7011357093665588,30.0,0.004111630775556355,青海·西宁·湟源县,"101.286318,36.693134",感受到深远的历史文化,0,青海省西宁市湟源县城关镇明清老街,0.0,101.286318,36.693134
2272,青海,东关清真大寺,3,0.7011357093665588,3.0,0.0039060492367785377,青海·西宁·城东区,"101.804177,36.621776",伊斯兰教礼拜的好去处,0,青海省西宁市城东区东关大街31号,0.0,101.804177,36.621776
2273,青海,互助土族故土园,5,0.7011357093665588,50.0,0.002621164619417176,青海·海东地区·互助县,"101.954596,36.84493",雄奇独特的生态环境、古老神秘的文化遗迹,0,青海省海东地区互助县威远镇北街1号,0.0,101.954596,36.84493
2274,青海,青海省博物馆,4,0.7011357093665588,3580.0,0.003649072313306265,青海·西宁·城西区,"101.762275,36.637121",青海的一座具有现代化功能的大型博物馆,0,青海省西宁市城西区西关大街58号,1.0,101.762275,36.637121
2275,青海,橡皮山,1,0.5455286796808351,1199.0,0.0020558153877781775,青海·海南藏族自治州·共和县,"99.62553,36.742411",山麓高耸，连绵起伏，宛如一座巨大的屏障,0,青海省海南藏族自治州共和县,0.0,99.62553,36.742411
2276,青海,龙羊峡土林地质公园,1,0.6061248557233906,25.0,0.00498535231536208,青海·海南藏族自治州·龙羊峡生态旅游度假景区,"100.809218,36.220833",宁静时光小镇，美丽安逸，带你触摸悠悠过往,0,青海省海南藏族自治州共和县龙羊峡镇,1.0,100.809218,36.220833
2277,青海,彩虹部落土族园,4,0.5758267677021128,50.0,0.0022613969265559957,青海·海东地区·互助县,"101.945306,36.839963",大型土族民俗文化主题公园,0,青海省海东地区互助县威远镇振兴大道西路口,0.0,101.945306,36.839963
2278,青海,艾肯泉,1,0.5758267677021128,158.0,0.002004420003083723,青海·海西蒙古族藏族自治州,"90.63226,38.119739","艾肯泉位于青海省海西蒙古族藏族自治州茫崖市花土沟镇莫合尔布鲁克村，被称为“大地之眼”、“恶魔之眼”。[1][2][3]
",0,青海省海西蒙古族藏族自治州茫崖市花土沟镇莫合尔布鲁克村艾肯泉景区,0.5,90.63226,38.119739
2279,青海,大柴旦翡翠湖,1,0.5455286796808351,158.0,0.004831166161278717,青海·海西蒙古族藏族自治州·大柴旦,"95.271562,37.872422",大柴旦翡翠湖位于青海省海西蒙古族藏族自治州大柴旦行政区大柴旦镇境内，是大柴旦独特的盐湖风貌，属硫酸镁亚型盐湖，面积15平,0,青海省海西蒙古族藏族自治州大柴旦行政区大柴旦镇境内,0.0,95.271562,37.872422
2280,青海,互助北山国家森林公园,1,0.7011357093665588,45.0,0.003957444621472992,青海·海东地区·互助县,"102.538276,36.819128",苍松翠柏、绿野如茵，野生植物众多,0,青海省海东地区互助土族自治县,0.0,102.538276,36.819128
2281,青海,湟源峡,1,0.7011357093665588,1199.0,0.0028781415428894485,青海·西宁·湟源县,"101.256413,36.682484",地处青藏公路35公里至90公里处。汽车越桥进入湟源县境内，便在一条长达55公里(至日月山)的峡谷中穿行。这里山高水长、坡,0,青海省青藏公路35公里至90公里处,0.0,101.256413,36.682484
2282,青海,马步芳公馆,4,0.7011357093665588,3980.0,0.0035462815439173566,青海·西宁·城东区,"101.80563,36.618075",记忆的年轮，凝固在马步芳公馆中,0,青海省西宁市城东区为民巷13号,0.0,101.80563,36.618075
2283,青海,青海湖沙岛,5,0.7011357093665588,158.0,0.0034948861592229022,青海·海南藏族自治州·青海湖,"100.713549,36.920177",是国家重点风景名胜区青海湖组成部分之一,0,青海青海湖海北,0.0,100.713549,36.920177
2284,青海,冰沟,1,0.7011357093665588,90.0,0.004933956930667626,青海·海北藏族自治州·祁连县,"100.232279,38.185363",宛如一块翡翠，镶嵌在群山之中,0,青海省海北藏族自治州祁连县,0.0,100.232279,38.185363
2285,青海,茫崖翡翠湖,1,0.7011357093665588,158.0,0.003803258467389628,青海·海西蒙古族藏族自治州,"90.995497,38.109343",茫崖翡翠湖位于青海省海西州茫崖市尕斯湖东部边缘，花土沟镇西南侧，距镇政府所在地约23公里，南依昆仑山，北靠阿尔金山，是一,0,青海省海西州茫崖市尕斯湖东部边缘,0.0,90.995497,38.109343
2286,青海,溶洞温泉,1,0.7011357093665588,108.0,0.0033407000051395384,青海·西宁·城西区,"101.761665,36.641352",西宁溶洞温泉文化管理有限责任公司成立于2019年4月，位于新宁路中段，坐落于西宁市中心地段，店内布局构造精美巧妙，内部装,0,青海省西宁市城西区新宁路17号溶洞温泉,0.0,101.761665,36.641352
2287,青海,青海湖环湖西路,1,0.7011357093665588,158.0,0.00231279231125045,青海·海南藏族自治州·共和县,"99.78327,36.738388",青海湖环湖西路位于青海湖西侧，一般是指黑马河乡到石乃亥一段的公路，这段公路离湖面较近，周围草场、小山等风光优美，因此也是,0,海南藏族自治州共和县,0.0,99.78327,36.738388
2288,青海,希乐城,1,0.7011357093665588,150.0,0.003803258467389628,青海·西宁·城西区,"101.720983,36.651435",专门为三到十五岁儿童设计的职业探索乐园,0,青海省西宁市城西区海湖广场北城七区商业广场,0.0,101.720983,36.651435
2289,青海,千紫缘农业科技博览园,1,0.7011357093665588,28.0,0.0045227938531119906,青海·西宁·湟中县,"101.803726,36.458899",青海千紫缘农业科技博览园位于湟中县田家寨镇田家寨村，创建于2016年2月，注册资本500万元，是一家集“现代农业、文化旅,0,青海省西宁市湟中县田家寨镇,0.0,101.803726,36.458899
2290,青海,扎龙沟,1,0.7011357093665588,45.0,0.0025697692347227217,青海·海东地区·互助北山国家森林公园,"102.536048,36.822375",杜鹃烂漫、溪水潺潺，是寻幽探奇的好去处,0,青海省海东地区互助县扎龙沟村北山国家森林公园,0.0,102.536048,36.822375
2291,青海,岗什卡雪峰,1,0.7011357093665588,5500.0,0.0037004676980007195,青海·海北藏族自治州·门源县,"101.778846,37.563564",百万年冰川，积雪终年不化，气候瞬息万变,0,青海省海北藏族自治州门源县,0.75,101.778846,37.563564
2292,青海,拉鸡山,1,0.7011357093665588,5500.0,0.0020558153877781775,青海·海南藏族自治州·贵德县,"101.557086,36.327951",天高万里晴，手挽白云行，风拂一身轻,0,青海省海南州贵德县,0.0,101.557086,36.327951
2293,青海,雅丹林,1,0.7011357093665588,5500.0,0.004831166161278717,青海·海西蒙古族藏族自治州·格尔木市,"94.909746,36.408583",千姿百态，美不胜收,0,青海省海西格尔木市,0.0,94.909746,36.408583
2294,青海,昆仑山口,1,0.6667210317659457,368.0,0.0015932569255280875,青海·海西蒙古族藏族自治州·格尔木市,"94.058373,35.678131",青藏公路上的一大关隘,0,青海省海西格尔木市,0.0,94.058373,35.678131
2295,青海,八瓣莲花非物质文化体验中心,1,0.7011357093665588,27.0,0.007914889242945984,青海·西宁·湟中县,"101.586579,36.496556",藏传佛教文化旅游圣地,0,青海西宁市湟中县鲁沙尔镇迎宾路189号（塔尔寺向东500米）,0.0,101.586579,36.496556
2296,青海,卓扎滩原生态景区,1,0.7011357093665588,40.0,0.003597676928611811,青海·海东地区·互助县,"102.030481,36.864704",,0,海东市互助土族自治县卓扎滩村,0.0,102.030481,36.864704
2297,青海,阿咪东索景区,5,0.7011357093665588,28.0,0.0019530246183892686,青海·海北藏族自治州,"100.327255,38.105218",阿咪东索景区，俗称牛心山，位于巍峨的祁连山下，是一处集餐饮、住宿、娱乐、民俗演绎、骑马、射箭、民族服饰体验为一体的景点。,0,青海海北藏族自治州阿咪东索景区,0.0,100.327255,38.105218
2298,青海,牛心山,1,1.0,1899.0,0.0013362800020558154,青海·海北藏族自治州·祁连县,"100.240547,38.119783",一座酷似牛心的山峰，有八宝之乡的美称,0,青海省海北州祁连县城东2公里,0.0,100.240547,38.119783
2299,青海,青海湖鸟岛,5,0.7011357093665588,3.0,0.0011306984632779976,青海·海南藏族自治州·青海湖,"99.864259,36.990077",因岛上栖息着数以十万计的候鸟而得名,0,青海省海南州共和县青海湖鸟岛风景区,0.0,99.864259,36.990077
2300,青海,昆仑泉,1,0.5758267677021128,368.0,0.0024155830806393587,青海·海西蒙古族藏族自治州·格尔木市,"94.477595,35.904644",泉水含有多种微量元素，有养生美容之效,0,青海省海西州格尔木市西南约94公里的青藏公路边,0.0,94.477595,35.904644
2301,青海,可鲁克湖,3,0.7879133838510562,158.0,0.004317212314334173,青海·海西蒙古族藏族自治州·德令哈市,"96.90894,37.323944",镶嵌在浩瀚的戈壁，茫茫的草原之间,0,青海省海西蒙古族藏族自治州德令哈市可鲁克湖,0.0,96.90894,37.323944
2302,青海,杰桑·索南达杰纪念碑,1,0.9394038239574446,3980.0,0.004933956930667626,青海·玉树藏族自治州·治多县,"94.075894491592,35.645846367804",在烈士遇难处立碑纪念杰桑·索南达杰,0,青海省玉树藏族自治州曲麻莱县,0.0,94.075894491592,35.645846367804
2303,青海,达坂山观景台,1,0.7011357093665588,1899.0,0.0019530246183892686,青海·西宁·大通县,"101.731352,37.458302",门源油菜花观赏圣地之一,0,青海省海北藏族自治州门源回族自治县227国道附近,0.0,101.731352,37.458302
2304,青海,黑泉水库,1,0.7011357093665588,880.0,0.004933956930667626,青海·西宁·大通县,"101.576043,37.121037",摄影宝地,0,青海省西宁市大通县宝库乡（近227国道）,0.0,101.576043,37.121037
